         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            62481686              38        27.38        31.15         1040.44         1183.70
            52555493              21        20.65        25.19          433.65          528.99
            63758855              39        11.25        14.70          438.75          573.30
            65237455              56        12.63        17.39          707.28          973.84
            77465093              70        16.94        22.83         1185.80         1598.10
            80767659              23        26.89        31.88          618.47          733.24
            58339617              68        13.73        18.72          933.64         1272.96
            85525597              18        17.05        22.42          306.90          403.56
            37948824              62        25.06        28.67         1553.72         1777.54
            34307586              41        18.20        24.14          746.20          989.74
            59142280              97        20.84        25.19         2021.48         2443.43
            81252880              16        14.36        18.04          229.76          288.64
            13174473              91        29.75        35.68         2707.25         3246.88
            85941566              18        21.95        27.00          395.10          486.00
            75799058              31        25.89        30.75          802.59          953.25
            18059483              19        13.66        17.57          259.54          333.83
            57978117              10        28.15        33.61          281.50          336.10
            55000517              95        11.84        15.36         1124.80         1459.20
            19121129              99        11.37        14.84         1125.63         1469.16
            50536431              89        26.48        29.98         2356.72         2668.22
            21291543              84        21.88        27.76         1837.92         2331.84
            43210345              76        11.33        14.55          861.08         1105.80
            29134137              49        13.61        18.81          666.89          921.69
            45136408               2        12.71        15.71           25.42           31.42
            62963680              36        17.16        22.50          617.76          810.00
            34549045               7        13.67        16.67           95.69          116.69
            79065482              77        15.63        21.13         1203.51         1627.01
            35071419              50        18.92        22.88          946.00         1144.00
            71912539               9        13.96        19.25          125.64          173.25
            82011078              13        18.39        23.28          239.07          302.64
            38334221               7        26.57        32.06          185.99          224.42
            17559533              50        24.91        30.57         1245.50         1528.50
            65853384              51        18.67        22.56          952.17         1150.56
            76502369               7        12.35        16.47           86.45          115.29
            62283911               7        15.50        21.11          108.50          147.77
            56886748              18        24.94        30.92          448.92          556.56
            40749682              96        14.45        19.50         1387.20         1872.00
            72587977              76        24.53        29.75         1864.28         2261.00
            30174319              22        29.51        33.43          649.22          735.46
            32895121              61        28.99        32.57         1768.39         1986.77
            44735928               9        27.18        31.76          244.62          285.84
            41555059              44        27.38        32.97         1204.72         1450.68
            69865581              94        21.26        26.45         1998.44         2486.30
            42145649              30        19.23        24.90          576.90          747.00
            81912584              99        26.86        31.94         2659.14         3162.06
            37413158              28        28.57        33.34          799.96          933.52
            77086936              79        19.91        25.81         1572.89         2038.99
            71852096              57        26.92        30.71         1534.44         1750.47
            60410146              21        26.93        32.34          565.53          679.14
            40095023              62        18.63        24.31         1155.06         1507.22
            58759637              78        15.20        18.21         1185.60         1420.38
            58485457               5        23.64        28.18          118.20          140.90
            79195238              21        11.38        15.86          238.98          333.06
            59333352              73        25.88        29.43         1889.24         2148.39
            83980353              56        20.50        25.99         1148.00         1455.44
            53717044              66        16.04        20.59         1058.64         1358.94
            70178351               1        19.18        24.56           19.18           24.56
            80767659              23        26.89        31.88          618.47          733.24
            40160899              46        10.83        14.53          498.18          668.38
            31641263              48        20.95        26.17         1005.60         1256.16
            85598406              64        10.32        14.12          660.48          903.68
            49996948              32        21.50        26.64          688.00          852.48
            34307586              41        18.20        24.14          746.20          989.74
            69730813              84        12.39        17.64         1040.76         1481.76
            44481271              78        27.03        32.21         2108.34         2512.38
            67167784               7        20.82        24.08          145.74          168.56
            16224831              41        11.63        16.47          476.83          675.27
            54404663              50        25.23        29.16         1261.50         1458.00
            81252880              16        14.36        18.04          229.76          288.64
            86012790               1        11.18        15.75           11.18           15.75
            35537534              60        27.18        32.16         1630.80         1929.60
            74375297              31        12.28        18.21          380.68          564.51
            57630177              38        26.52        29.81         1007.76         1132.78
            87209284              91        27.20        31.42         2475.20         2859.22
            58782510              80        21.90        25.49         1752.00         2039.20
            75529079              28        29.27        33.08          819.56          926.24
            75724437              74        23.26        26.87         1721.24         1988.38
            41818150              51        13.22        18.99          674.22          968.49
            66314342              42        21.79        27.58          915.18         1158.36
            15963630               5        29.36        32.93          146.80          164.65
            22231544              65        23.11        28.16         1502.15         1830.40
            11587650              37        10.76        14.92          398.12          552.04
            77430412              70        29.20        34.45         2044.00         2411.50
            22442765              20        14.24        18.39          284.80          367.80
            14375908              58        15.24        19.87          883.92         1152.46
            31187804              66        20.23        25.46         1335.18         1680.36
            34092153               3        23.76        29.20           71.28           87.60
            75630018              41        10.08        15.68          413.28          642.88
            88189478              86        15.24        19.55         1310.64         1681.30
            34763532              86        15.68        21.17         1348.48         1820.62
            79900665              22        21.35        24.99          469.70          549.78
            43051474              81        20.39        25.20         1651.59         2041.20
            71912539               9        13.96        19.25          125.64          173.25
            29691501              57        22.78        28.28         1298.46         1611.96
            62963680              36        17.16        22.50          617.76          810.00
            66125098              44        22.44        28.41          987.36         1250.04
            66125098              44        22.44        28.41          987.36         1250.04
            74877073              90        19.64        22.65         1767.60         2038.50
            61677125              39        27.05        32.57         1054.95         1270.23
            34751590              46        12.60        16.52          579.60          759.92
            62283911               7        15.50        21.11          108.50          147.77
            23026496              35        20.95        24.90          733.25          871.50
            22307784              99        14.22        19.97         1407.78         1977.03
            70937179              64        12.78        17.75          817.92         1136.00
            30174319              22        29.51        33.43          649.22          735.46
            24955147             100        15.08        20.76         1508.00         2076.00
            38944334              93        13.73        18.51         1276.89         1721.43
            86578282              36        29.59        33.51         1065.24         1206.36
            47553915              25        19.60        25.24          490.00          631.00
            39458442              23        20.49        26.06          471.27          599.38
            80858072              98        13.32        16.89         1305.36         1655.22
            78039357              82        16.45        22.40         1348.90         1836.80
            44735928               9        27.18        31.76          244.62          285.84
            61965647              88        24.88        29.03         2189.44         2554.64
            75268158              29        13.03        18.84          377.87          546.36
            28166727               8        17.58        23.34          140.64          186.72
            88550476              20        21.62        24.86          432.40          497.20
            34171236              19        24.01        29.29          456.19          556.51
            73831091              86        25.67        30.20         2207.62         2597.20
            57667879              22        16.21        22.04          356.62          484.88
            83762728              45        22.25        25.31         1001.25         1138.95
            80101956              97        23.40        28.25         2269.80         2740.25
            32216703              97        23.12        28.83         2242.64         2796.51
            67317709              16        10.27        15.03          164.32          240.48
            58485457               5        23.64        28.18          118.20          140.90
            84623811               2        15.66        20.90           31.32           41.80
            38917581              77        26.47        31.07         2038.19         2392.39
            63706075              21        15.39        21.26          323.19          446.46
            56664402              75        12.40        15.93          930.00         1194.75
            60384491              55        28.17        32.53         1549.35         1789.15
            50295179              88        23.09        28.10         2031.92         2472.80
            62839762              93        14.75        20.19         1371.75         1877.67
            88304184              84        18.55        23.14         1558.20         1943.76
            71529535              21        27.36        31.04          574.56          651.84
            32913509              42        11.94        16.43          501.48          690.06
            57739204               1        23.02        27.52           23.02           27.52
            79170842              16        29.59        34.75          473.44          556.00
            40160899              46        10.83        14.53          498.18          668.38
            43771833              50        18.24        21.52          912.00         1076.00
            18982295              44        21.43        25.71          942.92         1131.24
            34389249              83        17.68        22.58         1467.44         1874.14
            56953445              35        21.16        25.85          740.60          904.75
            81138617              46        15.15        19.76          696.90          908.96
            43984612              76        25.76        31.51         1957.76         2394.76
            14698138              39        15.68        21.08          611.52          822.12
            68324629               6        24.98        30.61          149.88          183.66
            83391843              30        20.31        23.67          609.30          710.10
            43151607              65        13.59        19.16          883.35         1245.40
            41610696               9        14.03        17.30          126.27          155.70
            77435552              39        12.08        17.33          471.12          675.87
            80101873              62        28.13        32.28         1744.06         2001.36
            85699860              21        20.28        23.37          425.88          490.77
            50040763              32        14.71        20.02          470.72          640.64
            66028170              21        17.59        23.57          369.39          494.97
            47216256              83        24.21        30.02         2009.43         2491.66
            74497902              82        20.00        23.21         1640.00         1903.22
            35304393              38        29.75        33.66         1130.50         1279.08
            22662424               1        11.84        15.28           11.84           15.28
            72247784              90        11.52        17.26         1036.80         1553.40
            68740451               3        10.94        16.14           32.82           48.42
            29022294              63        14.43        18.23          909.09         1148.49
            19103941              66        25.55        28.79         1686.30         1900.14
            76076746              64        15.72        19.29         1006.08         1234.56
            28062267              47        14.68        18.06          689.96          848.82
            49045379              25        14.14        19.04          353.50          476.00
            21340084              74        23.88        29.40         1767.12         2175.60
            72660734              37        22.74        27.19          841.38         1006.03
            55842246              48        15.98        21.43          767.04         1028.64
            43849621              22        20.16        23.82          443.52          524.04
            37055841              87        19.81        24.45         1723.47         2127.15
            82258988              50        17.04        20.76          852.00         1038.00
            49265048              58        13.50        18.90          783.00         1096.20
            53741016              54        23.69        27.10         1279.26         1463.40
            69384947              99        12.41        16.75         1228.59         1658.25
            32945551              21        21.25        26.10          446.25          548.10
            60123854              80        22.90        26.34         1832.00         2107.20
            40095023              62        18.63        24.31         1155.06         1507.22
            56044625              77        26.84        30.00         2066.68         2310.00
            72591229              27        15.58        20.41          420.66          551.07
            59189425              89        22.54        27.43         2006.06         2441.27
            88301639              13        23.37        27.32          303.81          355.16
            81106814               9        12.55        17.38          112.95          156.42
            53016903              16        11.19        15.79          179.04          252.64
            16768461              35        10.07        15.28          352.45          534.80
            29691501              57        22.78        28.28         1298.46         1611.96
            18870895              77        22.80        26.50         1755.60         2040.50
            37195393              94        25.99        29.97         2443.06         2817.18
            50310242              84        10.30        13.80          865.20         1159.20
            12880478              18        24.61        30.20          442.98          543.60
            58045576              64        10.51        16.20          672.64         1036.80
            22307784              99        14.22        19.97         1407.78         1977.03
            56411306              64        10.97        16.64          702.08         1064.96
            54979164              83        21.06        25.15         1747.98         2087.45
            42884653              91        15.56        19.32         1415.96         1758.12
            67167784               7        20.82        24.08          145.74          168.56
            18977685              81        16.39        20.36         1327.59         1649.16
            69358897              32        23.73        28.73          759.36          919.36
            77189549              21        21.15        24.64          444.15          517.44
            50134836               8        27.71        31.48          221.68          251.84
            14375908              58        15.24        19.87          883.92         1152.46
            56884152               4        15.70        21.26           62.80           85.04
            64853503              41        12.51        16.82          512.91          689.62
            65014865              54        28.95        34.28         1563.30         1851.12
            88189478              86        15.24        19.55         1310.64         1681.30
            39458442              23        20.49        26.06          471.27          599.38
            28232368              63        19.07        23.98         1201.41         1510.74
            78039357              82        16.45        22.40         1348.90         1836.80
            26923610              35        21.70        25.06          759.50          877.10
            49559225              94        21.63        27.14         2033.22         2551.16
            62839762              93        14.75        20.19         1371.75         1877.67
            52715440              86        16.72        20.05         1437.92         1724.30
            73556705              24        21.20        25.96          508.80          623.04
            28166727               8        17.58        23.34          140.64          186.72
            72771191               3        17.78        23.31           53.34           69.93
            27176633              51        12.76        16.22          650.76          827.22
            18982295              44        21.43        25.71          942.92         1131.24
            71387635              81        14.74        17.92         1193.94         1451.52
            11458375             100        18.51        21.68         1851.00         2168.00
            67515582              61        17.43        20.59         1063.23         1255.99
            18398033              13        29.16        32.22          379.08          418.86
            83740526              23        19.56        22.59          449.88          519.57
            35342162              75        29.91        34.65         2243.25         2598.75
            80101873              62        28.13        32.28         1744.06         2001.36
            22662424               1        11.84        15.28           11.84           15.28
            67317709              16        10.27        15.03          164.32          240.48
            81106814               9        12.55        17.38          112.95          156.42
            39898842               8        20.69        25.42          165.52          203.36
            50134836               8        27.71        31.48          221.68          251.84
            56664402              75        12.40        15.93          930.00         1194.75
            44137228              61        23.26        27.46         1418.86         1675.06
            11458375             100        18.51        21.68         1851.00         2168.00
            58045576              64        10.51        16.20          672.64         1036.80
            27270146              81        23.52        27.65         1905.12         2239.65
            71540862              46        25.58        30.30         1176.68         1393.80
            77643941              27        13.18        16.62          355.86          448.74
            39898842               8        20.69        25.42          165.52          203.36
            74435780              64        24.09        29.58         1541.76         1893.12
            21552284              30        10.40        15.18          312.00          455.40
            27270146              81        23.52        27.65         1905.12         2239.65
            31353041              28        21.82        27.67          610.96          774.76
            12949685               6        26.89        30.96          161.34          185.76
            43891580              46        11.44        16.13          526.24          741.98
            77643941              27        13.18        16.62          355.86          448.74
            88046718              25        22.56        27.49          564.00          687.25
            51080942              56        23.57        29.09         1319.92         1629.04
            55396347              65        12.49        18.04          811.85         1172.60
            55263273              42        18.62        22.22          782.04          933.24
            78907535              46        22.91        27.32         1053.86         1256.72
            22142782              41        17.65        21.80          723.65          893.80
            42978025              89        27.65        33.36         2460.85         2969.04
            12949685               6        26.89        30.96          161.34          185.76
            38561693              47        18.00        22.00          846.00         1034.00
            78122228              85        13.73        18.55         1167.05         1576.75
            75541722              78        22.80        25.97         1778.40         2025.66
            63689991              40        26.49        31.87         1059.60         1274.80
            71733835              17        22.36        25.67          380.12          436.39
            33686751              46        20.10        23.74          924.60         1092.04
            43891580              46        11.44        16.13          526.24          741.98
            22877827               6        16.46        21.19           98.76          127.14
            31396612              63        15.52        21.11          977.76         1329.93
            20766559              15        17.28        21.88          259.20          328.20
            13045439              80        20.24        24.00         1619.20         1920.00
            85699860              21        20.28        23.37          425.88          490.77
            21323997              81        12.74        16.19         1031.94         1311.39
            80955309               3        16.51        20.07           49.53           60.21
            38280325              17        12.94        16.01          219.98          272.17
            40176566              78        23.29        29.24         1816.62         2280.72
            88046718              25        22.56        27.49          564.00          687.25
            64382696              86        15.98        20.57         1374.28         1769.02
            21098319              27        16.73        20.84          451.71          562.68
            86232263              80        11.06        14.93          884.80         1194.40
            72247784              90        11.52        17.26         1036.80         1553.40
            72216160               2        10.67        14.72           21.34           29.44
            43891580              46        11.44        16.13          526.24          741.98
            38932471              34        12.93        17.33          439.62          589.22
            28062267              47        14.68        18.06          689.96          848.82
            35303316              84        10.96        14.03          920.64         1178.52
            72591229              27        15.58        20.41          420.66          551.07
            71733835              17        22.36        25.67          380.12          436.39
            50310242              84        10.30        13.80          865.20         1159.20
            17103483              86        24.10        27.36         2072.60         2352.96
            37055841              87        19.81        24.45         1723.47         2127.15
            65537294              64        21.96        27.57         1405.44         1764.48
            56884152               4        15.70        21.26           62.80           85.04
            86457838              45        22.84        25.86         1027.80         1163.70
            60716308              47        20.86        26.78          980.42         1258.66
            27470967              10        16.17        20.36          161.70          203.60
            67515582              61        17.43        20.59         1063.23         1255.99
            17327188              41        23.79        28.18          975.39         1155.38
            15388347              59        27.85        32.62         1643.15         1924.58
            53741016              54        23.69        27.10         1279.26         1463.40
            27240862              43        28.12        31.28         1209.16         1345.04
            27972823              12        28.73        32.17          344.76          386.04
            40278707              84        20.15        24.30         1692.60         2041.20
            52700852              67        28.70        31.79         1922.90         2129.93
            60027243              72        19.48        24.93         1402.56         1794.96
            88563106              11        11.74        16.01          129.14          176.11
            22877827               6        16.46        21.19           98.76          127.14
            43151607              65        13.59        19.16          883.35         1245.40
            44928407              38        14.42        20.03          547.96          761.14
            85466608              62        12.70        16.12          787.40          999.44
            14366464              32        10.12        15.81          323.84          505.92
            70692724               6        19.41        22.88          116.46          137.28
            27972823              12        28.73        32.17          344.76          386.04
            60027243              72        19.48        24.93         1402.56         1794.96
            20766559              15        17.28        21.88          259.20          328.20
            27640169              59        10.52        15.35          620.68          905.65
            85466608              62        12.70        16.12          787.40          999.44
            37195393              94        25.99        29.97         2443.06         2817.18
            31917171              58        23.27        27.29         1349.66         1582.82
            31917171              58        23.27        27.29         1349.66         1582.82
            71351528              91        18.02        21.76         1639.82         1980.16
            64463514               1        15.90        19.22           15.90           19.22
            84666631              32        28.79        34.75          921.28         1112.00
            78206035              11        25.00        30.19          275.00          332.09
            73324460              35        13.12        18.60          459.20          651.00
            52968876              99        11.77        17.62         1165.23         1744.38
            76427814              70        21.25        24.36         1487.50         1705.20
            44560715              50        13.19        17.67          659.50          883.50
            55371335              27        18.18        23.50          490.86          634.50
            80955309               3        16.51        20.07           49.53           60.21
            14379934              45        29.70        33.17         1336.50         1492.65
            34189844              93        16.77        20.93         1559.61         1946.49
            69358897              32        23.73        28.73          759.36          919.36
            38072280              17        22.95        28.65          390.15          487.05
            70937179              64        12.78        17.75          817.92         1136.00
            55473817              57        19.13        22.13         1090.41         1261.41
            29435965              39        25.28        31.23          985.92         1217.97
            28232368              63        19.07        23.98         1201.41         1510.74
            43777863              67        16.83        20.60         1127.61         1380.20
            59128090              11        16.39        20.12          180.29          221.32
            17358405              66        15.82        21.08         1044.12         1391.28
            64382696              86        15.98        20.57         1374.28         1769.02
            81296480              90        25.59        31.13         2303.10         2801.70
            29435965              39        25.28        31.23          985.92         1217.97
            46738486              38        14.87        19.44          565.06          738.72
            64418724               9        21.15        25.22          190.35          226.98
            76601028              28        21.49        25.62          601.72          717.36
            43777863              67        16.83        20.60         1127.61         1380.20
            13201627              70        18.12        24.09         1268.40         1686.30
            15917508              81        28.92        31.96         2342.52         2588.76
            63435178              55        22.04        27.16         1212.20         1493.80
            78023688              28        29.67        35.41          830.76          991.48
            21314622              60        18.99        24.19         1139.40         1451.40
            48509677               4        25.20        29.71          100.80          118.84
            49052689              79        23.14        27.68         1828.06         2186.72
            83637016              69        27.45        31.72         1894.05         2188.68
            70401508              98        28.82        34.04         2824.36         3335.92
            27176633              51        12.76        16.22          650.76          827.22
            14947415              10        16.17        21.10          161.70          211.00
            59128090              11        16.39        20.12          180.29          221.32
            61299263              98        29.11        33.01         2852.78         3234.98
            17800899              16        22.20        26.01          355.20          416.16
            11531675              85        10.99        16.11          934.15         1369.35
            31650412              77        28.82        32.43         2219.14         2497.11
            42578554              20        17.59        21.44          351.80          428.80
            43416112              72        25.53        28.62         1838.16         2060.64
            55842246              48        15.98        21.43          767.04         1028.64
            18082546              53        23.34        29.03         1237.02         1538.59
            52392582              78        16.69        20.31         1301.82         1584.18
            31761910              89        17.84        23.01         1587.76         2047.89
            32827437               8        20.49        24.73          163.92          197.84
            49045379              25        14.14        19.04          353.50          476.00
            59474045              55        11.99        16.72          659.45          919.60
            44137228              61        23.26        27.46         1418.86         1675.06
            73833666              69        21.75        26.11         1500.75         1801.59
            50743173              92        24.91        29.66         2291.72         2728.72
            47578754              90        26.20        30.44         2358.00         2739.60
            58810322               4        19.17        25.03           76.68          100.12
            51138886              14        29.87        34.45          418.18          482.30
            77803747              70        26.72        29.74         1870.40         2081.80
            50134836               8        27.71        31.48          221.68          251.84
            35539581              17        16.74        22.13          284.58          376.21
            72771191               3        17.78        23.31           53.34           69.93
            54366510              24        13.73        18.58          329.52          445.92
            78629863               8        24.51        28.31          196.08          226.48
            14379934              45        29.70        33.17         1336.50         1492.65
            39635549               8        28.02        33.32          224.16          266.56
            50036717               8        24.69        28.73          197.52          229.84
            72587977              76        24.53        29.75         1864.28         2261.00
            79902221              71        22.07        25.66         1566.97         1821.86
            76254359              49        10.58        14.73          518.42          721.77
            32407988              15        28.85        34.65          432.75          519.75
            61130267              34        10.88        14.34          369.92          487.56
            88046718              25        22.56        27.49          564.00          687.25
            63798705              29        25.13        30.85          728.77          894.65
            41989446              16        22.21        27.26          355.36          436.16
            32407988              15        28.85        34.65          432.75          519.75
            48583427              80        15.99        20.68         1279.20         1654.40
            84179853              47        12.93        18.61          607.71          874.67
            23375463              13        15.85        20.15          206.05          261.95
            41989446              16        22.21        27.26          355.36          436.16
            50019335              63        18.86        23.04         1188.18         1451.52
            84666631              32        28.79        34.75          921.28         1112.00
            60289116               3        14.50        18.91           43.50           56.73
            29884085              52        26.47        30.46         1376.44         1583.92
            44560715              50        13.19        17.67          659.50          883.50
            54221156              93        13.04        18.12         1212.72         1685.16
            77514121              29        23.08        26.38          669.32          765.02
            23375463              13        15.85        20.15          206.05          261.95
            43510588              29        25.05        29.18          726.45          846.22
            70937179              64        12.78        17.75          817.92         1136.00
            26782989              32        17.16        20.93          549.12          669.76
            25372090              93        17.27        22.99         1606.11         2138.07
            37511487              37        25.77        30.34          953.49         1122.58
            54667311              34        13.30        17.40          452.20          591.60
            64418724               9        21.15        25.22          190.35          226.98
            76601028              28        21.49        25.62          601.72          717.36
            64002588              59        20.18        24.44         1190.62         1441.96
            77514121              29        23.08        26.38          669.32          765.02
            78407458               4        16.28        21.33           65.12           85.32
            31803679              94        23.14        26.61         2175.16         2501.34
            14947415              10        16.17        21.10          161.70          211.00
            46288741              98        26.86        32.62         2632.28         3196.76
            79153401              57        24.13        27.24         1375.41         1552.68
            21340084              74        23.88        29.40         1767.12         2175.60
            27572106              22        25.71        31.56          565.62          694.32
            81735019              16        25.51        31.43          408.16          502.88
            70937179              64        12.78        17.75          817.92         1136.00
            56222908              32        15.37        20.22          491.84          647.04
            40171345              51        17.93        21.06          914.43         1074.06
            38280325              17        12.94        16.01          219.98          272.17
            13258730              62        19.61        24.99         1215.82         1549.38
            54667311              34        13.30        17.40          452.20          591.60
            35390230              73        26.80        31.99         1956.40         2335.27
            31665020              26        15.76        18.78          409.76          488.28
            81946005              22        19.90        24.29          437.80          534.38
            83637016              69        27.45        31.72         1894.05         2188.68
            36386359              60        12.09        17.21          725.40         1032.60
            81781879              98        21.13        24.15         2070.74         2366.70
            78407458               4        16.28        21.33           65.12           85.32
            83582158              67        22.44        26.30         1503.48         1762.10
            34311148              62        12.77        18.19          791.74         1127.78
            29884085              52        26.47        30.46         1376.44         1583.92
            23180207              23        21.63        25.79          497.49          593.17
            17800899              16        22.20        26.01          355.20          416.16
            39347416              68        18.06        23.68         1228.08         1610.24
            58445058               2        21.96        27.41           43.92           54.82
            35262107               8        14.46        19.91          115.68          159.28
            39341800              25        24.32        29.58          608.00          739.50
            72591229              27        15.58        20.41          420.66          551.07
            80084832              35        23.91        28.79          836.85         1007.65
            31803679              94        23.14        26.61         2175.16         2501.34
            79891110               8        10.47        16.15           83.76          129.20
            49142030              36        23.15        28.01          833.40         1008.36
            71327423              62        27.16        31.77         1683.92         1969.74
            86457838              45        22.84        25.86         1027.80         1163.70
            35141667              98        21.15        26.43         2072.70         2590.14
            47296985               1        10.99        15.81           10.99           15.81
            28342656               2        26.18        30.82           52.36           61.64
            65915441              71        18.19        24.01         1291.49         1704.71
            31665020              26        15.76        18.78          409.76          488.28
            14599689              68        21.52        26.55         1463.36         1805.40
            77085365              41        22.53        26.66          923.73         1093.06
            36386359              60        12.09        17.21          725.40         1032.60
            45117011             100        19.02        24.56         1902.00         2456.00
            34311148              62        12.77        18.19          791.74         1127.78
            39347416              68        18.06        23.68         1228.08         1610.24
            86457838              45        22.84        25.86         1027.80         1163.70
            83582158              67        22.44        26.30         1503.48         1762.10
            75647204              28        19.39        24.87          542.92          696.36
            55344433              71        29.00        34.35         2059.00         2438.85
            22971931              40        17.84        23.59          713.60          943.60
            55344433              71        29.00        34.35         2059.00         2438.85
            43777863              67        16.83        20.60         1127.61         1380.20
            40299841              50        28.50        31.89         1425.00         1594.50
            63173268               9        15.25        18.46          137.25          166.14
            15495526              36        16.20        20.47          583.20          736.92
            53518629              69        11.66        17.49          804.54         1206.81
            36990628              49        28.67        33.09         1404.83         1621.41
            66698657              48        16.13        21.83          774.24         1047.84
            46621097              48        26.37        29.84         1265.76         1432.32
            44928407              38        14.42        20.03          547.96          761.14
            17692750              97        18.54        23.26         1798.38         2256.22
